2 0
4 0.0823913
1 0.510999
13 0.510999
15 1.27453
6 0.510999
17 0.0989296
18 0.412069
12 0
3 0.702901
4 0
23 0.510999
11 0
17 0
3 0.595188
9 0.229133
4 0.510999
6 0
9 0.49899
8 0
19 0.510999
7 0
17 0.929239
0 0.510999
11 0
15 0
8 0.510999
20 0.207435
20 0
13 0.877809
12 0.396721
16 1.27453
9 0.184546
10 0.326452
12 1.27453
2 0.510999
14 0.510999
18 0
14 0.510999
2 0.0538161
17 1.27453
0 0.29356
7 0.131043
8 0.160669
2 0
21 0.938095
18 0
5 0.510999
17 0.510999
13 0
18 0
5 0.510999
17 0.510999
16 0
14 0.14641
20 0.15384
17 0.195055
12 0.556122
18 0.510999
6 0.219421
7 0.291578
7 0
23 0
22 0
10 0.510999
22 0
0 0.228638
23 0.0923486
12 0.510999
16 0
14 1.27453
12 1.27453
9 1.27455
10 0.510999
22 0.330766
2 0
9 0
21 0
13 0
4 1.27453
7 0.510999
20 0.187103
15 0
23 0
1 0.796229
0 0
7 0
16 0.510999
2 0.510999
4 0
14 0.510999
13 1.27453
4 0
10 0
2 0.510999
14 0.510999
10 0
3 0
2 0.201818
11 0.510999
23 0.510999
12 0
8 0.526447
22 0
23 0.13084
16 0.681396
4 0.340601
1 0
15 0.510999
3 0.236439
2 0
5 0
2 0.331557
13 0.13552
1 0.510999
3 0
7 0.860353
4 0
15 0.329262
23 0.181736
13 0
7 1.27453
18 0.333105
6 0.313536
16 0.197463
16 0
5 1.27453
21 0.246435
9 0.510999
4 1.27452
21 0.510999
9 0.39054
7 0
21 0.510999
9 0.510999
15 0
6 0
8 0
21 0.510999
6 0
2 1.27453
17 0.30308
16 0.207919
4 0
9 0
13 0.640175
12 0.316917
5 0.0218433
16 0
6 1.27453
0 0.236049
23 0.229519
12 0.195836
23 0
20 0.510999
8 0.510999
17 1.27451
16 0.0819421
4 0.510999
2 0
10 0.297481
11 0.213518
8 1.27453
23 0.251032
13 0.0664439
11 0.250526
15 0
7 0.484062
14 0.157374
2 0.510999
5 0.0796306
6 0.510999
18 0.510999
1 0
0 1.27453
13 0.510999
2 0.382709
5 0
10 0.833215
18 0.363662
4 0
14 1.27453
0 0
7 1.27453
5 0.293245
9 0.217753
20 0
4 0
13 0.175159
1 0.0100144
8 0
3 0
23 0.200989
8 0
6 0.30983
19 0.142558
18 0.229111
3 0.510999
11 0
10 0
0 0.294312
12 0.510999
0 0.202321
16 0.201534
2 0
1 0.510999
14 0.510999
7 0
19 0.510999
8 0
1 1.27453
0 0.510999
12 0.510999
15 0
19 0
0 0
15 0.892342
16 0.382188
2 0.510999
14 0
6 0.205435
5 0
23 0.510999
14 0.340289
20 0
23 0
2 0.510999
14 0.510999
16 0
20 0.510999
8 0.510999
23 0
9 0.255997
0 0.0194103
11 0.31739
12 0.193609
14 1.27453
2 0
22 0.68958
4 0
7 0.164318
0 0
10 0.417241
11 1.27453
15 0.180165
23 0
3 0.166118
4 0.344881
12 0
9 0.569137
8 0.368607
2 0.483741
3 0.202875
3 0
18 1.27451
12 0.510999
1 0
15 0.907168
21 0
22 0.320849
9 0.510999
15 0
2 0.649881
12 0
0 0.510999
15 0
13 0
0 0
23 0.0615769
4 0.140698
14 0
16 0.510999
4 0.510999
8 0
15 1.27453
19 0.157766
7 0.510999
20 0.739278
13 0
6 0.510999
18 0.510999
12 0
20 1.27453
22 0.214196
10 0.510999
21 0
14 0.510999
19 1.27453
4 0.510999
16 0.510999
14 0
6 0
18 0.510999
23 0
17 0.24722
2 0.510999
15 0.510999
13 0
20 1.27453
5 0.510999
17 0.510999
7 0.546743
8 0
14 0.365072
6 0
4 1.27453
0 0
1 1.27453
5 0.510999
17 0.510999
18 0
22 0
21 0.21764
10 0.510999
14 0
23 0.480138
8 0
7 0.0543745
20 0.0274677
6 0
23 0.510999
11 0.510999
4 0
16 0.510999
2 0.426798
3 0
17 0.268171
13 0
12 0.401444
23 0.198788
0 0.312211
21 0
4 1.27453
19 0.438658
7 0.068388
6 0.442611
13 0.510999
1 0.510999
3 0
21 0.179232
16 0.0633658
17 0.447633
10 0.357088
11 0
5 1.27452
8 0.510999
20 0.510999
17 0
22 0.330641
23 0.180358
10 0.207084
11 0
22 0
1 0.510999
13 0.115908
12 0
2 0.0516089
14 0.00222123
13 0
16 0.478531
6 0.510999
2 0.266277
8 0
17 0.712954
1 0.28172
13 0
3 0
15 0
7 0.756517
5 0
11 0
4 0
15 0.510999
23 0.510999
21 0
11 0.510999
12 0
23 0.510999
11 0.510999
5 0
8 1.27451
18 0.510999
6 0.510999
22 0
17 0.407928
23 0.510999
11 0.510999
12 0
7 0
5 1.05335
14 0.300099
22 0.337833
17 0
4 1.27453
22 0.140553
10 0.510999
20 0
21 0
6 0.111652
7 0
18 0.510999
13 0
23 0.595861
8 0.21626
21 0
18 0.510999
7 0
1 0
3 0
2 0.270174
14 0.510999
10 0
12 0
0 0.165848
23 0
7 0
0 1.27453
13 0.510999
1 0.510999
22 0
16 0.226337
5 0
4 0
7 0
19 0.510999
0 0.117408
22 1.27453
13 0
1 0.10034
9 0
5 0.571566
4 0.702964
2 0.510999
14 0.308413
20 0.202586
4 0
10 1.27451
6 0
7 1.27453
14 0.510999
1 0.510999
5 0
18 0.318571
6 0.36121
0 0
7 0.215254
9 0
22 0.510999
8 0
1 0
10 0.783223
11 0.140727
21 0.510999
9 0.510999
17 0.252613
16 0.258386
5 0.294073
8 0.510999
20 0.170744
0 0.712545
23 0.561986
1 0.0886914
13 0.315501
22 0
16 0
19 0
8 0.423704
8 0
13 0.930209
17 0.510999
5 0.510999
16 0
12 1.27453
10 0.0472399
9 0.362922
17 0.199345
8 0
14 0
4 0
12 1.27453
14 0
2 0.243974
19 0
20 0
15 0.805871
16 0.449026
2 0
14 0.510999
19 0
22 0
11 0.510999
3 0
11 0.887328
2 0
1 0.124641
13 0.277829
14 0.219957
11 0.917874
10 0.356656
6 0
18 0
7 0
17 0.937466
16 0.412398
5 0.510999
18 0.332075
1 0
5 0
5 0
14 1.27446
23 1.78553
11 0.510999
18 0
11 1.27454
14 0.251879
6 0.510999
18 0.266617
17 0.244382
4 0.808814
5 0.0980117
7 0.510999
18 0
15 0
0 1.02016
23 0.263315
13 0
9 0
23 1.27457
17 0.817887
16 0.456604
15 0.510999
22 0.29872
14 0.0662327
2 0.510999
2 0
17 0.339972
22 0.510999
10 0.510999
14 0
22 0.306983
18 0
4 1.27453
20 0
8 0.510999
12 0
5 1.27454
10 0
22 0.510999
23 0
20 1.27453
22 0.242748
18 0
12 0.218772
9 0.510999
21 0.510999
15 0
3 0
11 0.881326
12 0
10 0
14 0.709985
21 0.353117
20 0.157882
9 0.510999
17 0
0 0.356863
2 0.1106
1 0.0375371
14 0.312181
13 0.194391
6 0.626779
19 0.510999
7 0.510999
23 0
8 0
4 1.27453
9 0.122158
21 0.0986503
9 0
15 0
14 0.510999
2 0.510999
1 0
3 0.510999
15 0
21 0.510999
9 0.510999
0 0
3 1.27453
7 0
19 0.0648647
7 0.296103
16 1.27453
8 0.214896
20 0.510999
6 1.27454
9 0.510999
21 0.510999
0 0
4 0
10 0.135686
22 0.510999
2 0
22 1.24301
3 0
16 0.510999
5 0
18 0
10 0
22 0
22 0
13 0
1 0.510999
17 0
14 0.149435
13 0.19374
2 0.240194
6 0.510999
3 0
5 0
19 0.510999
7 0.510999
16 0
9 0
4 0
7 0.234212
22 0.304391
9 0
23 0.975497
6 0.165829
7 0.34517
18 0
16 0
23 1.19658
2 0.510999
14 0.207173
13 0.303825
4 0
0 0
12 0.534207
